b_mean,g_mean,h_mean,height,image_name,r_mean,s_mean,v_mean,width
224.66784337592247,146.41338096941988,103.6811067655639,4015,Eucalipto1.jpg,66.14899686089336,179.1920637946471,225.07738241631523,3188
221.75345559546932,144.28933820944357,103.09061135234714,4015,Eucalipto2.jpg,64.39823450642275,180.83800264378718,222.97381955371247,3188
223.77556731266534,146.5174489172504,103.33221092171608,4015,Eucalipto3.jpg,68.20244354998742,177.13952344642345,224.84734621268112,3188
224.03119887623419,145.07677186085428,103.7604667096881,4015,Eucalipto4.jpg,63.67678670481304,181.60384966351089,224.30511350940873,3188
221.3385154634987,147.96012928306806,103.12135326903035,4015,Eucalipto5.jpg,72.83709817794313,170.53219467148756,221.7076998739045,3188
223.64971288658748,146.12371236470514,103.52366962972917,4015,Pinheiro1.jpg,66.15082008965751,178.71634858927703,224.14769684261185,3188
221.60663360891013,149.44685331512474,102.87730772776492,4015,Pinheiro2.jpg,76.47420338723514,166.56598733419688,222.33258452071982,3188
222.60926083335548,147.85709017783063,103.30475537937252,4015,Pinheiro3.jpg,70.70112220328099,173.32819227145382,223.1991683476799,3188
